time,BLL,AMAT,AAPL,ADSK,GRMN,ALGN,ETN,DE,FISV,GS,DVN,ALB,EXC,COG,CI,EMN,EMR,ALL,EL,GDX,ADM,GILD,EFX,BMY,CLX,CCL,FAST,CAT,CTSH,EFA,BAC,AXP,AJG,CDNS,GT,ADI,BXP,GWW,ETR,BAX,CMG,APH,FITB,CL,HAL,CRM,GPS,CE,FLR,DXCM,CHD,ADBE,FLS,ANSS,HBAN,GPC,DPZ,AFL,AAP,CF,DVA,CTAS,BA,DHI,BBY,BK,FL,FDX,AVB,CCI,AMZN,GD,CMS,GOOG,FCX,EXPD,ACN,CME,GPN,EOG,EIX,APA,COO,CAG,AMT,COF,ESS,COST,ALK,AKAM,AES,CMA,DTE,CMI,D,AVY,BWA,DGX,HAS,CHRW,F,AEP,GLW,BLK,EW,FE,CSCO,DRI,HBI,AIZ,DRE,DHR,CTXS,CERN,GIS,FFIV,APD,A,AEE
2007-02-07,11.5625,18.25,3.07678571428571,42.29,51.7,16.42,39.27,51.75,13.445,213.55,69.14,41.2,63.25,8.08625,46.65,29.355,44.78,61.54,22.935,39.31,34.28,18.06,41.22,28.86,65.5,49.89,9.3825,65.64,23.72,75.26,53.36,58.68,29.27,20.54,25.11,33.24,130.75,78.69,98.46,26.9690385659967,61.57,17.055,40.91,33.5,29.64,11.9225,19.25,27.64,42.755,8.85,11.77,38.15,18.1,25.55,23.81,49.14,32.38,24.63,38.33,6.416,27.54,42.18,90.7,29.64,50.79,44.127623489506,23.08,115.23,148.52,35.02,38.98,79.44,17.62,234.127432903194,26.98,44.14,39.1,117.47,19.535,33.275,45.98,69.2,46.33,19.7976653696498,40.15,83.61,146.25,57.13,10.7175,56.95,21.94,61.12,47.24,35.015,43.495,67.81,17.5025,52.93,28.91,52.85,8.56,45.39,22.39,172.54,4.2175,62.29,28.09,37.087911,6.275,56.75,48.21,28.0363912054587,25.3782449434623,12.3725,28.37,37.69,69.472710453284,23.2975679542203,53.85
2007-02-08,11.5075,18.31,3.07785714285714,42.26,53.15,16.52,38.91,51.45,13.43,213.9,68.73,41.745,63.51,8.24875,46.3966666666667,29.14,44.7,61.53,23.13,40.26,33.87,18.04,41.6,28.7,65.52,49.57,9.2375,65.63,23.4975,74.96,53.32,58.49,29.33,20.24,25.7,33.3,129.48,78.24,98.24,27.0396523628463,62.09,17.0525,40.39,33.515,29.72,11.925,19.75,28.11,43.495,8.8,11.645,38.05,17.8233333333333,25.58,23.75,48.87,31.95,24.04,38.73,6.48,27.45,41.98,89.52,28.65,51.12,44.0746237015052,23.21,113.75,147.75,35.15,39.1,79.24,17.67,234.635528436398,26.715,45.43,38.84,116.838,19.655,33.305,45.96,70.13,46.66,19.9377431906615,40.15,82.806667,146.4,56.62,10.685,59.15,22.36,60.89,47.42,34.51,43.74,67.66,18.6,52.41,29.12,52.5,8.55,45.3,22.49,173.44,4.24333333333333,63.15,28.14,37.329264,6.2725,53.89,48.04,27.8430629264594,25.2826883261666,12.5325,28.39,37.505,69.4357076780759,23.3690987124464,54.13
2007-02-09,11.4175,17.97,2.97392857142857,41.93,52.26,16.22,38.715,51.395,13.2625,213.28,68.25,40.89,64.06,8.2325,45.9966666666667,29.3,44.31,61.08,23.315,40.11,33.36,17.79,41.6,28.52,65.01,48.45,9.1025,64.8,23.0875,74.64,52.99,57.53,29.32,20.34,25.11,33.1,127.04,78.17,98.12,27.0233568712656,61.91,16.88,40.46,33.46,29.91,11.7525,19.55,28.37,42.975,8.78,11.605,37.68,17.43,25.445,23.65,48.96,31.75,23.855,38.52,6.572,27.52,41.74,90.0,28.05,51.0,44.0428238287047,22.7,113.39,145.99,34.85,38.72,79.56,17.52,230.082593952589,26.825,44.44,38.79,114.65,19.675,33.285,46.16,70.0,46.35,19.8287937743191,39.92,82.01,145.0,55.98,10.5325,56.16,22.61,60.68,47.32,33.875,43.73,67.06,18.735,52.19,28.38,51.79,8.73,45.45,21.59,173.68,4.21583333333333,63.15,27.71,36.989582,6.3,53.43,47.88,27.5852918877938,25.0437967829272,12.4625,28.515,37.75,69.3894542090657,23.3619456366237,53.99
2007-02-12,11.395,17.89,3.03142857142857,41.48,51.84,16.75,38.61,51.61,13.325,211.13,66.81,41.065,63.71,8.02375,46.64,29.27,44.4,60.9,23.21,39.61,33.59,17.7025,41.62,27.59,65.35,48.66,8.985,64.6,23.1125,74.35,53.04,57.0,28.78,20.27,24.66,32.91,123.5,77.6,97.92,27.1048343291689,60.72,16.81,40.75,33.455,29.73,11.8475,19.66,28.53,42.97,8.63,11.63,38.09,16.83,25.495,23.74,48.82,31.71,23.93,37.48,6.666,28.05,41.91,89.2,27.33,50.46,44.6152215391138,22.89,113.18,143.0,34.12,38.85,78.78,17.55,228.289315600104,26.625,43.67,38.35,112.8,19.805,32.52,46.21,68.69,46.05,19.8677042801556,39.5,81.5,141.76,55.93,10.74,55.1,22.25,60.62,46.74,34.3375,43.775,66.89,18.6,52.26,28.71,51.42,8.65,45.67,21.6,171.32,4.2475,63.28,27.54,36.873375,6.485,52.77,46.475,27.6345716451858,24.8128682911292,12.4925,28.465,36.865,69.6577243293247,23.3118741058655,54.15
2007-02-13,11.6525,18.23,3.025,41.33,52.71,16.99,39.015,51.335,13.4275,212.53,67.09,41.675,63.86,8.24875,47.04,29.705,44.63,61.2,23.325,40.23,34.95,17.6425,41.69,27.59,65.89,48.76,8.9675,64.73,23.12,75.3,53.73,57.6,28.91,20.38,24.63,33.02,125.8,78.51,99.52,27.1265616512765,60.45,16.89,41.05,33.78,30.65,12.1225,19.96,28.99,42.38,8.98,11.765,38.43,17.1566666666667,25.64,23.96,49.2,31.82,23.92,37.5,6.792,28.28,41.97,89.29,27.86,50.52,45.0286198855205,23.08,113.54,146.01,34.22,39.31,79.81,17.67,228.692803229413,28.095,43.58,38.72,114.4,19.55,32.885,46.36,69.59,46.08,20.2101167315175,39.55,81.78,145.15,56.46,10.8175,55.54,22.46,61.24,48.0,34.6725,43.41,67.7,18.7825,52.35,28.47,51.67,8.45,45.78,21.92,170.51,4.25666666666667,63.44,27.18,38.115896,6.58,53.98,46.72,27.5815011372252,24.6615703137442,12.755,28.62,36.86,70.5642923219241,23.5908440629471,54.55
2007-02-14,11.6925,18.89,3.04642857142857,42.68,57.0,16.96,39.615,55.955,13.575,217.4,67.35,41.745,63.78,8.2,47.6033333333333,29.875,46.0625,61.88,23.565,40.89,35.065,17.93,41.91,27.72,66.45,49.205,9.125,66.16,23.58,76.32,54.05,58.69,29.13,20.58,24.85,33.43,124.99,78.9,99.95,27.3058120586638,59.69,16.8875,41.11,33.95,30.7,12.47,19.96,28.73,42.715,8.8,11.755,38.6,17.3166666666667,25.8,23.98,49.46,31.76,24.135,37.02,6.864,28.725,42.37,89.94,28.18,50.07,45.4738181047276,23.21,117.58,144.77,35.27,40.14,79.63,17.63,232.095050770378,28.315,44.1,39.2,114.6,19.4,33.06,46.75,69.26,46.14,20.1167315175097,39.6,81.87,144.0,57.05,10.9575,56.6,22.38,61.7,48.32,36.27,43.405,68.67,18.895,52.68,28.98,53.12,8.51,45.95,22.24,172.14,4.30083333333333,63.84,27.46,38.035445,6.66,54.62,46.15,27.8847611827142,25.1632425545469,12.7925,28.66,36.875,71.0083256244218,23.5622317596567,54.89
2007-02-15,11.68,19.09,3.04321428571429,42.61,56.5,17.46,39.955,56.76,13.705,216.82,66.7,41.49,62.82,8.2125,47.9666666666667,29.85,45.55,62.27,23.76,41.2,35.75,18.0475,39.63,27.77,66.59,48.66,9.1125,67.62,23.62,76.41,53.85,58.85,28.96,20.72,25.41,33.29,127.1,79.21,99.24,27.3764258555133,61.38,16.8675,40.97,33.955,30.38,12.4025,19.99,29.11,43.215,8.86,11.7,39.25,17.3533333333333,25.83,23.9,49.51,31.97,23.965,38.75,6.92,29.27,42.34,91.71,28.29,50.24,45.9084163663345,23.1,117.29,145.99,35.39,40.06,79.49,17.51,229.873378144799,28.92,44.78,38.79,114.518,19.76,32.895,46.45,68.72,46.41,20.3035019455253,40.17,82.35,145.21,57.9,10.9375,56.39,22.24,61.8,48.08,35.8525,43.4,68.76,19.145,53.92,29.44,52.53,8.6,45.71,22.05,175.59,4.34166666666667,63.47,27.56,38.106957,6.6875,54.64,46.89,28.0705079605762,25.2030578117535,13.105,28.755,37.105,70.786308973173,24.1988555078684,53.5
2007-02-16,11.65,19.02,3.02964285714286,42.21,55.77,17.56,39.74,56.965,13.68,216.92,66.69,41.69,63.19,8.39625,47.9733333333333,29.765,45.32,62.18,23.875,40.94,35.88,18.015,39.73,27.64,66.16,48.36,9.18,67.67,23.42,76.38,54.05,59.02,29.22,20.62,25.18,32.98,125.88,78.73,99.66,27.4090168386746,65.03,16.745,40.98,34.38,30.05,12.4075,20.02,29.3,42.83,8.82,11.835,40.27,17.3766666666667,25.88,23.99,49.77,32.05,23.995,38.65,6.87,29.045,42.39,90.94,28.21,50.0,45.7600169599322,23.23,117.05,145.04,34.88,40.33,79.25,17.52,234.092563601896,28.78,45.1,38.75,114.952,19.82,33.5,46.48,68.8,46.65,20.1867704280156,40.32,82.07,144.23,57.8,10.945,55.99,22.3,62.08,47.99,36.1125,43.28,68.5,19.155,52.85,29.6,52.71,8.53,45.89,21.72,173.54,4.3675,63.07,27.52,38.178469,6.695,54.58,46.67,27.8809704321456,25.0278706800446,13.0675,29.045,36.795,70.9250693802035,23.4406294706724,53.51
2007-02-20,11.73,18.76,3.06785714285714,42.19,57.66,17.88,39.825,56.675,13.7575,220.94,65.73,42.08,63.64,8.4625,48.5166666666667,29.87,45.49,62.24,24.115,40.08,35.75,18.1725,40.36,27.42,66.66,48.9,9.3225,67.93,23.645,76.49,54.05,58.71,29.24,20.94,25.39,32.97,127.41,79.95,99.83,27.5067897881586,63.89,16.98,41.2,34.435,30.04,12.3575,20.12,29.68,43.825,9.0,11.7725,40.74,17.4166666666667,28.425,24.05,49.75,32.09,24.21,38.03,7.436,29.035,42.81,91.03,28.47,50.65,45.7812168751325,23.31,118.29,146.71,34.84,41.51,79.29,17.6,235.168530613387,28.245,46.01,38.79,115.4,19.995,33.2,46.7,68.39,46.9,20.4280155642023,40.84,82.14,145.8,58.28,11.025,56.96,22.53,63.15,47.99,35.885,43.15,68.49,19.4,52.7,29.32,54.03,8.65,45.95,21.73,174.0,4.24833333333333,63.77,27.66,38.16953,6.675,54.35,46.73,28.3965125094769,25.2826883261666,13.2875,28.96,38.015,71.7206290471785,23.2403433476395,53.67
2007-02-21,11.82,18.97,3.18571428571429,42.02,57.18,17.58,40.39,57.975,13.7,220.15,66.09,43.05,63.51,8.7125,48.1966666666667,30.32,45.46,61.83,23.52,41.57,35.4,18.5575,40.05,27.11,65.84,48.66,9.4175,68.21,23.645,76.1,53.91,58.53,29.05,21.16,25.65,33.32,126.74,80.32,99.62,27.4850624660511,63.58,16.98,40.8,34.25,30.27,12.0,19.98,29.88,43.79,8.74,11.775,40.95,17.5,27.91,23.96,50.09,32.3,23.95,38.31,7.686,28.78,42.47,90.96,28.08,50.39,45.2936188255247,23.31,119.13,145.45,34.55,41.26,78.72,17.63,237.041510225982,29.24,46.17,38.47,113.454,19.935,33.65,46.23,69.12,47.41,20.124513618677,40.6,82.29,145.24,58.18,11.005,57.31,22.55,63.19,47.79,36.4225,43.05,68.55,19.415,52.42,29.48,54.38,8.47,45.7,21.9,172.64,4.2925,63.17,27.38,38.133774,6.78,54.2,46.51,28.2183472327521,25.6728778467909,13.2425,28.75,37.985,71.3968547641073,23.4263233190272,53.15
2007-02-22,11.7325,19.2,3.19678571428571,42.13,56.69,17.51,41.675,56.53,13.7225,218.97,66.42,42.6,64.23,8.81625,48.3333333333333,30.345,45.28,62.01,23.35,41.8,35.23,18.515,40.05,27.09,65.5,48.63,9.4675,67.78,23.595,76.44,53.7,58.15,29.06,21.07,25.86,36.8,126.0,80.37,99.94,27.3275393807713,64.42,16.9475,40.68,34.18,31.51,11.785,19.91,29.19,44.025,8.71,11.755,40.81,17.4166666666667,27.865,23.85,50.44,32.3,24.28,38.38,7.752,28.54,42.63,90.58,27.32,50.05,45.3254186983252,23.1,119.01,144.21,34.5,41.0,79.18,17.77,237.036528897225,29.78,46.49,38.3,110.0,19.81,34.255,46.15,70.4,47.11,19.9221789883269,40.38,82.31,144.5,58.09,10.925,57.07,22.4,62.97,47.76,36.06,42.675,68.31,19.29,52.73,29.65,53.99,8.35,45.52,21.77,175.01,4.28083333333333,63.38,27.4,38.098018,6.7575,54.4,46.25,28.1046247156937,25.6808408982322,13.33,28.865,39.265,70.4347826086957,23.6051502145923,52.96
2007-02-23,11.8,19.19,3.18107142857143,42.47,57.49,17.26,42.02,56.665,13.6725,216.5,66.15,42.71,66.93,8.82125,47.9633333333333,30.31,45.31,61.28,23.68,41.83,35.2,18.4075,39.53,27.05,65.11,47.61,9.2875,67.26,23.6475,76.68,52.86,58.02,28.79,20.97,26.12,36.95,122.65,79.98,100.95,27.0559478544269,64.31,16.9575,40.58,34.165,31.55,11.86,19.81,29.63,43.94,9.25,11.7575,40.63,17.45,27.785,23.71,50.56,31.95,24.295,38.53,7.916,28.395,42.3,90.28,27.02,49.3,45.060419758321,23.17,120.97,141.18,34.45,40.78,79.05,17.9,234.431293957365,29.955,47.01,38.25,108.97,19.555,33.93,46.97,70.47,47.18,19.8677042801556,40.25,80.48,141.39,57.47,10.655,56.4,22.28,63.0,47.75,36.1625,42.84,67.94,19.52,52.37,29.31,53.91,8.3,45.75,21.61,174.35,4.30833333333333,63.51,27.51,38.133774,6.7675,53.97,45.79,28.0780894617134,26.3258480649785,13.5675,28.59,39.06,71.850138760407,23.7982832618026,52.96
2007-02-26,11.7975,19.09,3.16607142857143,42.18,57.19,16.98,41.705,56.605,13.545,214.0,67.11,42.715,69.38,8.75,47.5333333333333,30.315,45.1,61.44,23.655,42.35,35.13,18.5125,38.85,27.19,65.18,47.35,9.2375,67.26,23.5075,76.72,52.79,57.14,29.11,20.71,25.64,36.58,121.95,79.57,102.85,27.2406300923411,63.63,17.01,40.65,34.235,31.9,11.725,19.65,29.78,43.86,9.06,11.845,40.87,17.3766666666667,27.055,23.68,50.17,31.7,24.525,38.73,7.912,28.375,42.08,88.93,26.83,48.64,44.7954208183167,22.93,116.99,140.0,34.9,40.88,78.09,18.21,231.596917894687,30.96,45.91,37.95,107.318,19.495,34.79,48.06,70.8,46.47,19.7354085603113,40.44,80.32,140.0,57.4,10.605,55.48,22.52,62.62,47.89,35.7125,43.695,67.61,19.2325,51.88,29.25,52.4,8.26,46.22,21.52,167.58,4.2675,64.63,27.24,37.561678,6.855,53.95,45.39,27.9264594389689,25.8560280299411,13.485,28.9,38.935,72.4976873265495,23.8054363376252,53.63
2007-02-27,11.4475,18.46,2.9975,40.8,54.19,16.33,40.005,54.15,13.22,196.0,65.57,40.87,65.99,8.47875,46.28,29.445,43.53,60.19,22.88,39.35,33.87,17.645,37.66,26.36,63.6,46.23,8.9275,64.83,22.105,73.63,50.8,55.59,28.36,20.0,24.41,35.86,118.2,76.95,98.57,26.6702878870179,60.25,16.3075,39.72,33.67,30.805,11.25,18.94,29.15,41.95,8.48,11.775,38.92,16.6333333333333,25.895,23.12,48.33,31.08,23.615,37.51,7.45,27.475,40.82,87.2,25.71,46.9,43.0782276870893,22.61,113.72,134.88,33.28,38.83,75.33,17.48,223.547090623532,27.875,45.3,36.8,102.198,18.795,33.8,46.83,68.91,46.0,19.4474708171206,38.85,77.13,137.01,55.4,10.175,51.37,21.55,60.61,46.64,34.0375,42.585,66.1,18.47,50.96,28.64,51.65,7.78,44.97,20.38,163.04,4.1775,63.19,25.71,36.426425,6.875,53.34,44.3,26.8043972706596,25.1552795031056,12.825,28.315,36.65,69.0101757631822,22.9685264663805,52.05
2007-02-28,11.58,18.57,3.02178571428571,41.15,54.76,16.42,40.5,54.145,13.24,201.75,65.7,40.98,65.93,8.46125,47.5,29.535,43.05,60.11,23.935,39.9,34.35,17.89,38.68,26.38,63.39,46.44,8.8175,64.43,22.55,74.18,51.39,56.87,28.63,19.94,24.62,36.31,120.03,77.29,98.75,27.1645844649647,59.99,16.155,40.28,33.705,30.92,10.81,19.19,28.58,42.205,8.09,11.9875,39.25,17.2966666666667,25.51,23.15,48.73,30.86,23.62,37.65,7.732,27.25,40.38,87.26,25.36,46.48,43.0676277294891,22.72,114.23,137.35,32.71,39.14,76.38,17.45,223.885820979002,28.705,44.85,35.78,107.83,19.235,33.87,47.0,68.46,45.91,19.6186770428016,38.72,77.03,138.89,55.89,10.25,51.57,21.32,60.39,46.3,33.65,42.765,66.43,18.41,51.01,28.27,50.96,7.91,44.9,20.63,159.25,4.20083333333333,62.57,25.94,36.640961,7.1525,53.45,44.06,27.1758908263836,25.6410256410256,13.0275,28.16,36.31,69.204440333025,22.7110157367668,52.2
2007-03-01,11.495,18.45,3.10928571428571,40.32,53.83,16.31,40.505,54.11,13.155,199.66,65.54,40.975,66.01,8.51,47.5633333333333,29.56,42.97,59.93,23.455,39.15,34.43,17.6475,38.62,26.64,63.51,46.09,8.85,63.9,22.3425,73.39,50.38,56.55,28.18,20.01,26.15,36.15,118.72,77.04,98.56,26.9364475828354,61.23,16.1,40.11,33.465,31.34,11.09,19.03,28.3,42.82,7.94,11.9625,39.26,17.2,25.21,22.93,48.51,31.17,23.53,36.91,7.6,27.22,39.72,87.85,25.67,46.79,42.9086283654865,22.69,114.16,134.07,32.08,38.85,76.41,17.41,223.27809887066,28.11,45.6,35.21,109.046,19.18,33.525,47.58,68.48,45.97,19.5642023346304,38.36,77.15,136.39,56.0,10.14,50.13,21.06,60.13,46.76,34.025,42.795,66.2,18.445,51.07,28.99,50.97,7.77,45.47,20.76,158.54,4.1525,62.63,25.85,36.20295,7.09,53.45,43.73,27.0318423047763,25.0358337314859,13.0275,28.06,36.21,68.3256244218316,22.4892703862661,52.33
2007-03-02,11.385,17.98,3.05035714285714,39.79,52.05,16.46,39.865,52.585,12.96,195.67,64.45,40.91,64.22,8.28125,47.0033333333333,29.27,42.54,59.6,22.965,37.68,33.75,17.61,37.73,26.42,62.9,45.7,8.6875,63.04,21.7325,72.4,50.01,55.44,28.36,19.65,27.19,35.35,117.03,75.76,96.25,26.5181966322651,60.2,15.805,39.99,33.325,30.98,10.66,18.4,28.33,42.85,6.78,11.815,38.66,16.95,24.76,22.73,48.21,30.83,23.355,36.28,7.312,26.605,39.35,87.03,25.31,46.35,42.1984312062752,22.47,112.5,131.29,31.48,37.69,75.46,17.07,218.520929907817,27.315,45.08,35.75,108.05,19.01,32.96,47.31,67.21,46.0,18.9961089494163,37.77,76.78,132.88,55.75,9.8625,47.78,20.61,59.9,46.64,33.455,42.5,64.93,18.2425,49.92,28.78,49.97,7.59,44.87,20.3,155.7,4.1925,61.65,25.3,35.568281,7.0,53.4,43.46,26.4897649734647,24.8924988055423,12.6675,27.75,34.56,67.4468085106383,21.9742489270386,51.63
2007-03-05,11.255,17.79,3.08285714285714,38.83,51.23,16.23,39.69,52.1,12.8425,190.0,63.51,39.77,63.79,8.135,46.37,28.95,42.11,59.1,23.025,36.92,32.94,17.4975,36.52,26.35,62.32,44.99,8.51,63.17,21.3725,70.9,49.64,54.9,28.21,19.59,27.27,35.1,113.73,74.3,95.58,26.3443780554047,59.05,15.6125,39.39,33.3,30.28,10.3925,17.88,29.33,43.1,6.5,11.7125,38.52,17.2166666666667,24.435,22.39,48.05,30.46,23.245,36.25,7.44,26.48,38.86,87.02,24.25,45.63,41.5412338350647,22.42,111.17,125.46,30.66,37.05,75.13,16.86,219.646710206877,26.545,44.43,34.9,110.88,18.765,32.4,47.41,67.06,45.85,18.8560311284047,37.18,74.37,126.12,55.25,9.66,47.82,19.78,58.54,45.82,33.4125,41.91,64.72,18.19,49.25,28.79,49.97,7.58,44.3,20.14,153.18,4.17666666666667,61.2,25.46,34.933612,6.79,52.27,42.45,26.7361637604246,24.8447204968944,12.7725,27.92,34.44,67.3913043478261,21.9527896995708,51.165
2007-03-06,11.3375,18.18,3.14964285714286,39.34,52.73,16.4,40.445,53.52,13.035,197.37,64.53,40.58,64.81,8.16625,46.6366666666667,29.385,42.62,59.63,23.595,38.08,32.96,17.68,37.27,27.01,63.05,45.97,8.5075,63.62,22.4625,73.1,50.94,56.37,28.45,19.89,28.19,35.88,118.16,75.07,96.49,26.3552417164584,60.07,15.7925,40.15,33.295,30.97,10.7875,17.99,30.11,44.805,6.97,11.7725,39.04,17.4566666666667,25.065,22.73,48.46,30.83,23.275,37.41,7.74,26.86,38.96,87.82,24.56,46.52,42.1560313758745,22.45,112.57,129.98,31.38,38.58,76.49,17.2,227.920697272093,27.72,44.51,35.24,112.91,19.1,33.1,48.37,68.0,45.31,19.136186770428,38.0,75.86,129.08,55.72,9.7825,48.21,20.56,59.85,46.42,33.555,42.34,64.2,18.465,49.31,29.3,50.46,7.64,45.33,20.63,155.09,4.25083333333333,61.95,25.96,35.344806,6.94,53.14,43.7,27.2479150871873,24.9402771141902,13.03,27.965,36.125,68.3811285846438,22.0529327610873,50.85
2007-03-07,11.275,18.2,3.13285714285714,38.94,51.68,16.07,40.435,55.405,12.9125,195.59,65.24,40.66,64.46,8.395,46.62,29.405,42.57,59.31,23.495,38.09,34.0,17.5175,37.17,27.12,62.66,45.46,8.5625,64.23,22.43,73.12,50.59,55.86,28.19,19.65,28.48,35.65,116.44,75.4,96.56,26.7019921238457,60.22,15.68,39.59,32.935,31.45,10.6825,17.99,29.91,44.8,7.38,11.7575,38.74,17.8266666666667,24.635,22.54,48.615,30.93,23.13,37.88,7.79,26.75,39.65,88.71,24.55,47.7,41.562433750265,22.53,112.35,127.72,31.59,38.36,76.03,17.18,226.969263479525,28.095,44.37,35.12,112.378,18.95,33.605,48.35,68.63,45.25,19.1439688715953,37.81,74.81,125.08,56.12,9.7125,48.1,20.93,59.3,46.31,33.65,42.425,63.53,18.5375,49.03,29.17,50.75,7.62,45.17,20.99,155.8,4.27666666666667,61.89,25.87,35.112392,6.9375,53.27,42.93,26.683093252464,25.0836120401338,12.975,27.45,35.545,68.0758556891767,22.0171673819743,50.86
2007-03-08,11.44,18.44,3.14285714285714,38.53,52.73,16.52,40.785,55.395,12.95,199.94,64.74,41.04,64.5,8.36625,46.6966666666667,30.06,42.95,59.59,24.035,38.35,34.81,17.515,37.49,27.16,62.91,46.25,8.8275,64.3,22.755,73.98,50.77,56.82,28.19,20.03,28.86,35.64,118.97,76.25,97.88,26.9853340575774,60.09,15.8225,40.08,33.115,31.73,10.92,17.95,30.18,45.075,7.33,11.86,39.08,18.1766666666667,24.865,22.93,48.63,31.27,23.165,38.41,8.106,26.765,39.95,88.89,24.78,48.16,41.7320330718677,21.53,113.68,129.35,32.2,38.1,77.09,17.2,226.51098123389,28.825,44.65,35.74,113.538,18.775,33.485,48.62,68.18,45.71,19.408560311284,37.98,76.65,127.31,54.26,9.77,50.08,20.66,59.62,46.23,34.3,42.245,64.13,18.755,49.8,29.47,51.09,7.93,45.14,21.23,157.56,4.14333333333333,62.01,26.15,35.639793,7.03,53.48,43.23,26.751326762699,25.3065774804905,13.24,27.58,35.81,68.8621646623497,22.7038626609442,50.26
2007-03-09,11.475,18.33,3.14178571428571,38.54,52.48,16.59,41.515,56.5,12.9875,201.7,64.74,41.23,64.49,8.38,46.658333,30.24,43.5,60.1,23.81,38.03,34.2,17.565,37.26,26.92,62.94,46.26,8.8875,64.4,22.88,74.1,50.95,56.9,28.37,20.46,28.51,36.29,119.7,76.58,97.83,27.148288973384,60.57,16.1825,39.96,33.315,32.02,10.7425,17.84,30.19,45.09,7.25,11.925,39.17,18.9866666666667,24.98,22.9,48.67,31.35,23.115,38.14,8.16,26.5,40.02,89.51,24.42,48.34,41.5730337078652,21.77,114.67,131.08,32.47,38.84,77.32,17.29,225.634267372675,28.37,44.76,36.11,113.592,18.865,33.455,48.94,68.37,47.82,19.5642023346304,37.83,77.0,129.35,54.34,9.85,50.41,20.5,60.17,46.48,34.985,42.295,64.85,18.665,49.72,29.61,48.62,7.93,45.15,21.37,158.62,4.14083333333333,62.27,26.08,35.57722,7.0875,53.62,43.79,26.8385140257771,25.4817646121994,13.4525,27.6,36.655,69.1859389454209,22.7181688125894,50.12
2007-03-12,11.4875,18.57,3.20964285714286,38.46,53.48,16.79,41.285,56.505,12.9475,202.6,64.35,42.62,66.12,8.36625,46.6966666666667,30.545,43.48,60.13,24.665,38.65,34.22,17.705,37.27,27.36,63.0,46.4,8.7775,64.57,22.9425,74.57,51.09,56.71,28.23,20.32,28.98,36.46,119.7,76.62,99.1,27.3872895165671,61.23,16.375,40.22,33.3,32.19,10.83,18.08,30.62,45.11,7.42,11.9475,39.64,18.8733333333333,25.01,22.86,48.81,31.5,23.45,38.92,8.24,25.77,40.19,91.2,23.17,47.98,41.6578333686665,21.57,115.14,131.34,33.36,38.81,78.78,17.21,226.52592522016,28.97,44.45,36.36,113.5,18.875,33.06,49.01,67.89,46.99,19.556420233463,38.61,76.18,129.83,53.65,9.7975,52.58,21.07,59.99,46.5,34.515,42.865,64.79,18.75,49.31,29.6,48.44,7.82,46.12,21.77,159.31,4.13083333333333,62.82,26.17,35.764939,7.1125,53.89,43.82,27.0583775587566,25.7843605669693,13.4425,28.055,36.66,69.1951896392229,22.9899856938484,50.43
2007-03-13,11.255,18.34,3.15714285714286,37.44,52.49,16.22,40.62,54.67,12.6525,199.03,63.42,41.165,64.95,8.21125,45.69,30.045,42.21,59.13,24.21,37.15,33.48,17.2075,36.88,26.8,61.81,45.29,8.64,63.34,22.1725,72.8,49.46,54.75,27.76,20.11,28.25,35.84,117.18,75.25,98.55,27.1319934818034,61.01,15.965,38.66,32.935,31.8,10.54,17.54,30.47,44.225,7.35,11.8825,38.65,18.8033333333333,24.345,22.165,48.23,30.85,22.82,37.78,8.13,26.045,39.66,89.45,22.31,47.66,40.3964384142463,21.94,112.69,126.95,32.56,37.82,76.77,16.91,220.68780791707,28.01,42.94,35.68,110.09,18.52,32.935,47.72,67.16,46.14,18.9338521400778,37.67,74.75,127.71,52.96,9.58,51.5,20.53,58.27,46.12,33.6025,42.37,63.46,18.2525,48.75,28.97,46.74,7.64,45.27,21.32,153.36,4.05583333333333,61.82,25.5,35.067697,7.1525,52.66,42.72,26.497346474602,24.860646599777,13.2675,27.52,35.445,67.5855689176688,22.653791130186,49.6
2007-03-14,11.39,18.39,3.21428571428571,37.76,53.34,16.7,41.295,55.345,12.815,200.15,64.01,40.98,65.46,8.33625,46.37,29.9,42.59,59.3,24.125,37.36,33.64,17.39,36.88,27.02,61.71,45.14,8.7175,63.64,22.455,72.83,49.77,55.71,27.88,20.27,27.94,35.4,117.66,74.84,98.99,27.5611080934275,60.59,16.0825,38.96,32.665,31.83,10.4975,17.46,30.4,43.885,7.34,11.89,39.3,19.0066666666667,24.665,22.08,48.53,30.9,22.94,38.03,8.136,26.06,40.1,89.98,22.8,48.15,40.7992368030528,22.06,112.62,128.62,32.41,38.08,77.58,16.99,223.163528309251,28.19,42.71,35.46,112.794,18.395,33.695,48.36,68.4,46.61,18.8171206225681,37.62,75.21,128.33,52.53,9.47,51.85,20.56,58.09,46.32,34.1075,42.35,64.04,18.2175,48.73,29.15,47.11,7.51,45.61,21.6,153.6,4.05166666666667,62.08,25.85,35.407379,6.955,52.51,42.93,26.7172100075815,25.1313903487817,13.4125,27.66,35.53,67.372802960222,22.8898426323319,49.59
